Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,State,Region,Product ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit,Year,Month,Month Name
Row ID 25,CA-2023-100025,2023-11-06,2023-11-10,Standard Class,CG-60140,Customer_CG-60140,Consumer,Georgia,South,FUR-FUR-50001,Fiskars Clamp-Style Puncher,Furniture,Furnishings,57.62,4,0.1,9.77,2023,11,Nov
Row ID 26,CA-2023-100026,2024-03-21,2024-03-21,Same Day,CG-99065,Customer_CG-99065,Home Office,Texas,Central,FUR-TAB-86099,Bretford CR8500 Table,Furniture,Tables,2690.5,5,0.4,195.99,2024,3,Mar
Row ID 27,CA-2023-100027,2024-02-14,2024-02-14,Same Day,CG-85574,Customer_CG-85574,Consumer,Texas,Central,FUR-COP-78146,Canon PC1080F Copier,Technology,Copiers,10446.5,9,0.1,1663.78,2024,2,Feb
Row ID 28,CA-2023-100028,2024-10-21,2024-10-26,Standard Class,CG-49363,Customer_CG-49363,Home Office,Michigan,Central,FUR-PAP-48752,Xerox Vitality Paper,Office Supplies,Paper,73.52,9,0.4,17.09,2024,10,Oct
Row ID 29,CA-2023-100029,2023-12-09,2023-12-09,Same Day,CG-81819,Customer_CG-81819,Consumer,Ohio,Central,FUR-FUR-89516,SAFCO Upright Mobile Pedestal,Furniture,Furnishings,153.81,6,0.5,36.58,2023,12,Dec
Row ID 30,CA-2023-100030,2023-07-27,2023-08-02,Standard Class,CG-47196,Customer_CG-47196,Home Office,Texas,Central,FUR-TAB-36100,Bretford CR8500 Table,Furniture,Tables,2405.02,3,0.1,830.17,2023,7,Jul
Row ID 31,CA-2023-100031,2023-04-16,2023-04-19,Second Class,CG-60328,Customer_CG-60328,Corporate,Georgia,South,FUR-BOO-65724,Bush Somerset Collection Bookcase,Furniture,Bookcases,382.95,4,0.5,-28.68,2023,4,Apr
Row ID 32,CA-2023-100032,2024-04-20,2024-04-20,Same Day,CG-97500,Customer_CG-97500,Home Office,Michigan,Central,FUR-COP-68446,Xerox 1952 Copier,Technology,Copiers,2633.91,3,0.5,329.33,2024,4,Apr
Row ID 33,CA-2023-100033,2024-04-22,2024-04-26,Second Class,CG-45992,Customer_CG-45992,Corporate,Colorado,West,FUR-ART-54020,Dixon Ticonderoga Pencils,Office Supplies,Art,55.55,6,0.0,5.08,2024,4,Apr
Row ID 34,CA-2023-100034,2024-05-09,2024-05-13,Second Class,CG-18418,Customer_CG-18418,Corporate,Tennessee,South,FUR-COP-18161,Hewlett Packard LaserJet,Technology,Copiers,2121.27,4,0.4,747.58,2024,5,May
Row ID 35,CA-2023-100035,2023-05-13,2023-05-13,Same Day,CG-10772,Customer_CG-10772,Corporate,Michigan,Central,FUR-ART-38760,Dixon Ticonderoga Pencils,Office Supplies,Art,38.97,5,0.0,6.49,2023,5,May
Row ID 36,CA-2023-100036,2023-02-16,2023-02-16,Same Day,CG-26728,Customer_CG-26728,Home Office,Nevada,West,FUR-PHO-94246,Samsung Galaxy S6,Technology,Phones,1853.79,7,0.5,-16.94,2023,2,Feb
Row ID 37,CA-2023-100037,2024-04-09,2024-04-09,Same Day,CG-52840,Customer_CG-52840,Corporate,Tennessee,South,FUR-ENV-71644,Poly String Button Envelopes,Office Supplies,Envelopes,4.4,1,0.0,1.54,2024,4,Apr
Row ID 38,CA-2023-100038,2024-01-08,2024-01-12,Standard Class,CG-14067,Customer_CG-14067,Consumer,New York,East,FUR-ACC-26544,Logitech G602 Mouse,Technology,Accessories,499.73,8,0.1,94.7,2024,1,Jan
Row ID 39,CA-2023-100039,2024-04-13,2024-04-15,Second Class,CG-50768,Customer_CG-50768,Consumer,Oregon,West,FUR-COP-35995,Hewlett Packard LaserJet,Technology,Copiers,1455.72,2,0.1,117.29,2024,4,Apr
Row ID 40,CA-2023-100040,2024-02-27,2024-02-28,First Class,CG-79827,Customer_CG-79827,Corporate,Texas,Central,FUR-MAC-65057,Canon imageCLASS Printer,Technology,Machines,4244.76,8,0.3,1021.61,2024,2,Feb
Row ID 41,CA-2023-100041,2023-09-18,2023-09-19,First Class,CG-90728,Customer_CG-90728,Home Office,Alabama,South,FUR-ENV-42177,Kraft Clasp Envelopes,Office Supplies,Envelopes,5.47,2,0.5,0.12,2023,9,Sep
Row ID 42,CA-2023-100042,2023-09-13,2023-09-15,First Class,CG-13761,Customer_CG-13761,Corporate,Illinois,Central,FUR-ART-43862,Dixon Ticonderoga Pencils,Office Supplies,Art,35.02,6,0.2,7.59,2023,9,Sep
Row ID 43,CA-2023-100043,2023-07-21,2023-07-21,Same Day,CG-74038,Customer_CG-74038,Home Office,North Carolina,East,FUR-COP-12260,Hewlett Packard LaserJet,Technology,Copiers,858.96,2,0.4,211.21,2023,7,Jul
Row ID 44,CA-2023-100044,2024-02-22,2024-02-24,First Class,CG-65771,Customer_CG-65771,Home Office,Ohio,Central,FUR-COP-50189,Hewlett Packard LaserJet,Technology,Copiers,3131.68,5,0.1,453.04,2024,2,Feb
Row ID 45,CA-2023-100045,2023-07-02,2023-07-02,Same Day,CG-46241,Customer_CG-46241,Home Office,Texas,Central,FUR-TAB-57301,Bretford CR8500 Table,Furniture,Tables,3038.99,3,0.0,402.04,2023,7,Jul
Row ID 46,CA-2023-100046,2024-11-06,2024-11-06,Same Day,CG-23446,Customer_CG-23446,Consumer,Michigan,Central,FUR-PEN-34164,Staple envelope,Office Supplies,Pens,3.15,1,0.5,-0.14,2024,11,Nov
Row ID 47,CA-2023-100047,2024-10-26,2024-11-01,Standard Class,CG-29887,Customer_CG-29887,Consumer,Texas,Central,FUR-BOO-64548,O'Sullivan Elevations Bookcase,Furniture,Bookcases,1308.45,10,0.1,369.91,2024,10,Oct
Row ID 48,CA-2023-100048,2023-12-08,2023-12-08,Same Day,CG-50026,Customer_CG-50026,Home Office,Utah,West,FUR-PHO-91987,Samsung Galaxy S6,Technology,Phones,2246.53,4,0.0,218.18,2023,12,Dec
Row ID 49,CA-2023-100049,2024-07-07,2024-07-14,Standard Class,CG-63545,Customer_CG-63545,Corporate,Tennessee,South,FUR-CHA-47056,Bretford CR4500 Chair,Furniture,Chairs,3101.8,8,0.1,1014.83,2024,7,Jul
Row ID 50,CA-2023-100050,2023-04-01,2023-04-01,Same Day,CG-25043,Customer_CG-25043,Home Office,Pennsylvania,East,FUR-STO-17816,Eldon Jumbo Locking Slant,Office Supplies,Storage,58.98,3,0.2,10.72,2023,4,Apr
Row ID 51,CA-2023-100051,2023-09-09,2023-09-11,First Class,CG-75597,Customer_CG-75597,Home Office,Alabama,South,FUR-BOO-52247,Sauder Classic Bookcase,Furniture,Bookcases,1620.26,10,0.0,192.29,2023,9,Sep
Row ID 52,CA-2023-100052,2023-02-10,2023-02-11,First Class,CG-85529,Customer_CG-85529,Consumer,North Carolina,East,FUR-COP-33788,Hewlett Packard LaserJet,Technology,Copiers,3799.98,10,0.5,1461.2,2023,2,Feb
Row ID 53,CA-2023-100053,2023-09-07,2023-09-09,First Class,CG-97835,Customer_CG-97835,Consumer,Virginia,East,FUR-PEN-96846,Staple envelope,Office Supplies,Pens,55.15,7,0.0,10.28,2023,9,Sep
Row ID 54,CA-2023-100054,2024-02-13,2024-02-13,Same Day,CG-77449,Customer_CG-77449,Consumer,Alabama,South,FUR-CHA-57419,Global Leather Task Chair,Furniture,Chairs,2646.18,10,0.5,740.92,2024,2,Feb
Row ID 55,CA-2023-100055,2024-06-06,2024-06-07,First Class,CG-67424,Customer_CG-67424,Home Office,Florida,South,FUR-CHA-30758,Global Leather Task Chair,Furniture,Chairs,1469.29,5,0.4,-78.45,2024,6,Jun
Row ID 56,CA-2023-100056,2024-09-06,2024-09-06,Same Day,CG-48254,Customer_CG-48254,Home Office,Michigan,Central,FUR-PEN-69871,BIC Biro Pens,Office Supplies,Pens,27.79,9,0.1,9.08,2024,9,Sep
Row ID 57,CA-2023-100057,2023-07-30,2023-07-30,Same Day,CG-54548,Customer_CG-54548,Home Office,Texas,Central,FUR-ENV-86011,Security Envelopes,Office Supplies,Envelopes,13.76,8,0.5,2.33,2023,7,Jul
Row ID 58,CA-2023-100058,2024-01-13,2024-01-13,Same Day,CG-52176,Customer_CG-52176,Consumer,Massachusetts,East,FUR-ART-15720,Dixon Ticonderoga Pencils,Office Supplies,Art,31.62,6,0.4,2.94,2024,1,Jan
Row ID 59,CA-2023-100059,2023-02-21,2023-02-24,Second Class,CG-75836,Customer_CG-75836,Home Office,Texas,Central,FUR-LAB-69890,Avery Removable Labels,Office Supplies,Labels,4.57,1,0.4,1.53,2023,2,Feb
Row ID 60,CA-2023-100060,2024-07-26,2024-07-28,First Class,CG-91691,Customer_CG-91691,Home Office,Florida,South,FUR-PAP-92155,Xerox 1967 Paper,Office Supplies,Paper,165.45,8,0.0,38.92,2024,7,Jul
Row ID 61,CA-2023-100061,2024-05-05,2024-05-05,Same Day,CG-22903,Customer_CG-22903,Home Office,Nevada,West,FUR-TAB-16028,Bretford CR8500 Table,Furniture,Tables,5905.46,6,0.2,930.34,2024,5,May
Row ID 62,CA-2023-100062,2023-10-17,2023-10-19,Second Class,CG-32280,Customer_CG-32280,Consumer,Utah,West,FUR-ART-86435,Dixon Ticonderoga Pencils,Office Supplies,Art,17.14,3,0.2,3.22,2023,10,Oct
Row ID 63,CA-2023-100063,2023-02-18,2023-02-21,Second Class,CG-19681,Customer_CG-19681,Corporate,Minnesota,Central,FUR-PAP-42780,Xerox Vitality Paper,Office Supplies,Paper,131.11,8,0.1,45.86,2023,2,Feb
Row ID 64,CA-2023-100064,2023-08-25,2023-08-27,First Class,CG-85341,Customer_CG-85341,Corporate,Texas,Central,FUR-COP-11061,Hewlett Packard LaserJet,Technology,Copiers,8939.01,10,0.0,2888.95,2023,8,Aug
Row ID 65,CA-2023-100065,2023-08-11,2023-08-13,Second Class,CG-93442,Customer_CG-93442,Consumer,Illinois,Central,FUR-PHO-94717,Cisco SPA504G,Technology,Phones,69.27,1,0.5,-5.77,2023,8,Aug
Row ID 66,CA-2023-100066,2023-12-24,2023-12-26,First Class,CG-64460,Customer_CG-64460,Consumer,Pennsylvania,East,FUR-MAC-75771,Brother HL-2270DW Printer,Technology,Machines,1992.66,5,0.2,646.05,2023,12,Dec
Row ID 67,CA-2023-100067,2023-08-26,2023-08-31,Standard Class,CG-71385,Customer_CG-71385,Consumer,Pennsylvania,East,FUR-COP-57942,Xerox 1952 Copier,Technology,Copiers,3572.07,2,0.0,462.0,2023,8,Aug
Row ID 68,CA-2023-100068,2024-08-27,2024-08-27,Same Day,CG-93695,Customer_CG-93695,Corporate,Colorado,West,FUR-FUR-91205,Eldon Shelf Organizer,Furniture,Furnishings,181.03,9,0.1,44.22,2024,8,Aug
Row ID 69,CA-2023-100069,2023-03-22,2023-03-22,Same Day,CG-25292,Customer_CG-25292,Consumer,California,West,FUR-PEN-22739,BIC Biro Pens,Office Supplies,Pens,18.48,4,0.0,3.08,2023,3,Mar
Row ID 70,CA-2023-100070,2023-12-18,2023-12-18,Same Day,CG-95841,Customer_CG-95841,Consumer,Louisiana,South,FUR-ENV-58566,Poly String Button Envelopes,Office Supplies,Envelopes,14.08,4,0.1,4.32,2023,12,Dec
Row ID 71,CA-2023-100071,2024-09-21,2024-09-26,Standard Class,CG-62184,Customer_CG-62184,Corporate,New York,East,FUR-LAB-37801,Avery Removable Labels,Office Supplies,Labels,83.19,10,0.0,23.8,2024,9,Sep
Row ID 72,CA-2023-100072,2024-04-26,2024-04-30,Standard Class,CG-82641,Customer_CG-82641,Consumer,Pennsylvania,East,FUR-STO-10371,GBC DocuBind,Office Supplies,Storage,257.26,5,0.0,89.08,2024,4,Apr
Row ID 73,CA-2023-100073,2023-06-27,2023-07-02,Standard Class,CG-27275,Customer_CG-27275,Consumer,Illinois,Central,FUR-MAC-32838,Canon imageCLASS Printer,Technology,Machines,2216.59,5,0.4,361.4,2023,6,Jun
Row ID 74,CA-2023-100074,2024-10-27,2024-11-02,Standard Class,CG-69245,Customer_CG-69245,Home Office,Massachusetts,East,FUR-TAB-94323,HON 5400 Series Table,Furniture,Tables,313.25,1,0.5,101.38,2024,10,Oct
Row ID 75,CA-2023-100075,2023-10-22,2023-10-25,Standard Class,CG-20589,Customer_CG-20589,Corporate,New York,East,FUR-TAB-92978,Lesro Sheffield Table,Furniture,Tables,3496.35,10,0.3,574.35,2023,10,Oct
Row ID 76,CA-2023-100076,2023-04-30,2023-04-30,Same Day,CG-22999,Customer_CG-22999,Home Office,Colorado,West,FUR-ACC-69186,Plantronics CS510 Headset,Technology,Accessories,347.59,4,0.5,34.54,2023,4,Apr
Row ID 77,CA-2023-100077,2024-09-25,2024-09-27,First Class,CG-59060,Customer_CG-59060,Consumer,Florida,South,FUR-BOO-66606,Bush Somerset Collection Bookcase,Furniture,Bookcases,338.13,2,0.3,99.25,2024,9,Sep
Row ID 78,CA-2023-100078,2023-06-11,2023-06-14,Standard Class,CG-63845,Customer_CG-63845,Corporate,Florida,South,FUR-ENV-23579,Kraft Clasp Envelopes,Office Supplies,Envelopes,60.18,10,0.0,14.87,2023,6,Jun
Row ID 79,CA-2023-100079,2024-05-16,2024-05-19,Standard Class,CG-46512,Customer_CG-46512,Home Office,North Carolina,East,FUR-PHO-96223,Cisco SPA504G,Technology,Phones,486.95,5,0.2,127.0,2024,5,May
Row ID 80,CA-2023-100080,2024-02-19,2024-02-22,Second Class,CG-28776,Customer_CG-28776,Home Office,Florida,South,FUR-BOO-79531,Bush Somerset Collection Bookcase,Furniture,Bookcases,418.21,4,0.5,29.46,2024,2,Feb
Row ID 81,CA-2023-100081,2023-12-19,2023-12-24,Standard Class,CG-16895,Customer_CG-16895,Consumer,Massachusetts,East,FUR-BOO-68079,Sauder Classic Bookcase,Furniture,Bookcases,626.38,7,0.5,67.08,2023,12,Dec
Row ID 82,CA-2023-100082,2024-05-25,2024-05-25,Same Day,CG-24534,Customer_CG-24534,Corporate,Louisiana,South,FUR-MAC-38903,Canon imageCLASS Printer,Technology,Machines,7520.8,7,0.0,393.38,2024,5,May
Row ID 83,CA-2023-100083,2024-02-27,2024-02-29,First Class,CG-53007,Customer_CG-53007,Consumer,Nevada,West,FUR-COP-26932,Canon PC1080F Copier,Technology,Copiers,7658.53,7,0.1,1532.31,2024,2,Feb
Row ID 84,CA-2023-100084,2023-02-16,2023-02-21,Standard Class,CG-67176,Customer_CG-67176,Consumer,Florida,South,FUR-PAP-63008,Xerox Vitality Paper,Office Supplies,Paper,61.54,7,0.4,-5.51,2023,2,Feb
Row ID 85,CA-2023-100085,2024-02-03,2024-02-05,First Class,CG-21551,Customer_CG-21551,Corporate,Washington,West,FUR-PAP-20308,Xerox Vitality Paper,Office Supplies,Paper,90.02,7,0.3,10.48,2024,2,Feb
Row ID 86,CA-2023-100086,2024-07-12,2024-07-16,Second Class,CG-55793,Customer_CG-55793,Corporate,Pennsylvania,East,FUR-CHA-35856,Bretford CR4500 Chair,Furniture,Chairs,1623.9,3,0.0,167.5,2024,7,Jul
Row ID 87,CA-2023-100087,2023-03-29,2023-03-31,First Class,CG-92210,Customer_CG-92210,Corporate,North Carolina,East,FUR-FUR-92756,Fiskars Clamp-Style Puncher,Furniture,Furnishings,100.67,5,0.0,15.66,2023,3,Mar
Row ID 88,CA-2023-100088,2024-10-17,2024-10-22,Standard Class,CG-17456,Customer_CG-17456,Corporate,Texas,Central,FUR-PHO-87867,Cisco SPA504G,Technology,Phones,1287.62,9,0.0,238.11,2024,10,Oct
Row ID 89,CA-2023-100089,2023-05-26,2023-05-29,Second Class,CG-18109,Customer_CG-18109,Corporate,Oregon,West,FUR-PHO-94689,Cisco SPA504G,Technology,Phones,183.53,3,0.5,72.58,2023,5,May
Row ID 90,CA-2023-100090,2023-07-14,2023-07-15,First Class,CG-58870,Customer_CG-58870,Corporate,Alabama,South,FUR-BIN-94843,Ibico Ecolo Binder,Office Supplies,Binders,39.67,6,0.0,8.62,2023,7,Jul
Row ID 91,CA-2023-100091,2023-12-02,2023-12-03,First Class,CG-20682,Customer_CG-20682,Home Office,Virginia,East,FUR-PAP-87993,Hammermill Copy Paper 8.5x11,Office Supplies,Paper,22.17,2,0.4,4.92,2023,12,Dec
Row ID 92,CA-2023-100092,2024-01-30,2024-01-30,Same Day,CG-76648,Customer_CG-76648,Corporate,Oregon,West,FUR-STO-54791,Eldon Jumbo Locking Slant,Office Supplies,Storage,154.32,8,0.0,14.89,2024,1,Jan
Row ID 93,CA-2023-100093,2024-03-04,2024-03-05,First Class,CG-91006,Customer_CG-91006,Consumer,Georgia,South,FUR-CHA-91885,Global Leather Task Chair,Furniture,Chairs,1567.4,3,0.0,271.56,2024,3,Mar
Row ID 94,CA-2023-100094,2023-02-08,2023-02-08,Same Day,CG-40671,Customer_CG-40671,Home Office,Virginia,East,FUR-ART-98907,Dixon Ticonderoga Pencils,Office Supplies,Art,47.75,10,0.5,13.6,2023,2,Feb
Row ID 95,CA-2023-100095,2023-12-06,2023-12-10,Second Class,CG-36174,Customer_CG-36174,Home Office,Virginia,East,FUR-FUR-82684,Fiskars Clamp-Style Puncher,Furniture,Furnishings,39.04,2,0.0,5.29,2023,12,Dec
Row ID 96,CA-2023-100096,2024-07-20,2024-07-20,Same Day,CG-22021,Customer_CG-22021,Consumer,Tennessee,South,FUR-FUR-61964,Eldon Shelf Organizer,Furniture,Furnishings,123.07,9,0.4,48.89,2024,7,Jul
Row ID 97,CA-2023-100097,2023-12-14,2023-12-18,Standard Class,CG-95191,Customer_CG-95191,Corporate,Pennsylvania,East,FUR-TAB-28191,HON 5400 Series Table,Furniture,Tables,5955.0,8,0.0,1916.06,2023,12,Dec
Row ID 98,CA-2023-100098,2024-12-12,2024-12-12,Same Day,CG-24573,Customer_CG-24573,Corporate,Virginia,East,FUR-BOO-65027,Bush Somerset Collection Bookcase,Furniture,Bookcases,2162.26,10,0.0,650.85,2024,12,Dec
Row ID 99,CA-2023-100099,2023-08-08,2023-08-12,Second Class,CG-28818,Customer_CG-28818,Corporate,Florida,South,FUR-MAC-84798,Canon imageCLASS Printer,Technology,Machines,5512.03,7,0.0,1141.24,2023,8,Aug
Row ID 100,CA-2023-100100,2023-12-28,2023-12-28,Same Day,CG-71621,Customer_CG-71621,Consumer,Tennessee,South,FUR-BIN-18855,GBC Standard Thermabind,Office Supplies,Binders,118.33,6,0.0,33.3,2023,12,Dec
Row ID 101,CA-2023-100101,2024-01-26,2024-01-28,First Class,CG-94252,Customer_CG-94252,Consumer,Alabama,South,FUR-ACC-18270,Logitech G602 Mouse,Technology,Accessories,381.32,8,0.1,24.08,2024,1,Jan
Row ID 102,CA-2023-100102,2024-06-10,2024-06-10,Same Day,CG-81176,Customer_CG-81176,Corporate,Texas,Central,FUR-ACC-56789,Plantronics CS510 Headset,Technology,Accessories,144.44,1,0.3,19.06,2024,6,Jun
Row ID 103,CA-2023-100103,2023-12-21,2023-12-21,Same Day,CG-54438,Customer_CG-54438,Consumer,Alabama,South,FUR-ENV-65640,Poly String Button Envelopes,Office Supplies,Envelopes,7.78,2,0.0,1.66,2023,12,Dec
Row ID 104,CA-2023-100104,2024-02-07,2024-02-09,First Class,CG-50173,Customer_CG-50173,Corporate,Georgia,South,FUR-COP-68606,Hewlett Packard LaserJet,Technology,Copiers,595.54,1,0.3,139.63,2024,2,Feb
Row ID 105,CA-2023-100105,2023-10-13,2023-10-18,Standard Class,CG-97973,Customer_CG-97973,Home Office,Tennessee,South,FUR-ACC-28714,Logitech G602 Mouse,Technology,Accessories,348.15,10,0.5,-28.76,2023,10,Oct
Row ID 106,CA-2023-100106,2024-10-24,2024-10-26,First Class,CG-60181,Customer_CG-60181,Home Office,Utah,West,FUR-FUR-58760,Fiskars Clamp-Style Puncher,Furniture,Furnishings,159.15,8,0.0,33.24,2024,10,Oct
Row ID 107,CA-2023-100107,2023-11-20,2023-11-24,Second Class,CG-24869,Customer_CG-24869,Consumer,North Carolina,East,FUR-COP-25435,Xerox 1952 Copier,Technology,Copiers,4439.94,5,0.5,32.35,2023,11,Nov
Row ID 108,CA-2023-100108,2023-04-15,2023-04-19,Second Class,CG-26074,Customer_CG-26074,Consumer,Nevada,West,FUR-FUR-99381,Eldon Shelf Organizer,Furniture,Furnishings,153.67,6,0.0,33.04,2023,4,Apr
Row ID 109,CA-2023-100109,2024-03-09,2024-03-10,First Class,CG-76683,Customer_CG-76683,Consumer,Washington,West,FUR-CHA-13445,Bretford CR4500 Chair,Furniture,Chairs,2231.19,6,0.3,424.42,2024,3,Mar
Row ID 110,CA-2023-100110,2023-06-16,2023-06-20,Standard Class,CG-50539,Customer_CG-50539,Corporate,Louisiana,South,FUR-PAP-19666,Xerox Vitality Paper,Office Supplies,Paper,57.07,3,0.0,10.56,2023,6,Jun
Row ID 111,CA-2023-100111,2023-02-04,2023-02-07,Second Class,CG-26912,Customer_CG-26912,Corporate,California,West,FUR-ACC-31581,Plantronics CS510 Headset,Technology,Accessories,451.52,3,0.1,69.45,2023,2,Feb
Row ID 112,CA-2023-100112,2023-07-19,2023-07-21,Second Class,CG-93238,Customer_CG-93238,Home Office,Illinois,Central,FUR-MAC-79924,Brother HL-2270DW Printer,Technology,Machines,880.91,2,0.0,200.44,2023,7,Jul
Row ID 113,CA-2023-100113,2023-05-17,2023-05-21,Standard Class,CG-13718,Customer_CG-13718,Consumer,Colorado,West,FUR-MAC-37631,Brother HL-2270DW Printer,Technology,Machines,4253.19,10,0.0,848.13,2023,5,May
Row ID 114,CA-2023-100114,2023-03-30,2023-03-30,Same Day,CG-42096,Customer_CG-42096,Home Office,Tennessee,South,FUR-LAB-17852,Avery Removable Labels,Office Supplies,Labels,10.24,3,0.5,1.35,2023,3,Mar
